year,code,amount,name,topname,depname,depcat,cat,ref
2015,7514022100,1343000000,無細項,國防部主管,國防部所屬,退休撫卹,退休撫卹給付支出,9.2.14
2015,8914022200,1742800000,無細項,國防部主管,國防部所屬,軍眷維持,其他支出,9.2.15
2015,4017010100,455304000,無細項,財政部主管,財政部,一般行政,財務支出,10.1.1
2015,4017010200,33888000,無細項,財政部主管,財政部,財政人員訓練,財務支出,10.1.2
2015,4017010300,61859000,無細項,財政部主管,財政部,促參業務,財務支出,10.1.3
2015,4017017400,63720000,無細項,財政部主管,財政部,投資事業股權移轉,財務支出,10.1.4
2015,4017019000,690000,交通及運輸設備,財政部主管,財政部,一般建築及設備,財務支出,10.1.5.1
2015,4017019800,4200000,無細項,財政部主管,財政部,第一預備金,財務支出,10.1.6
2015,6117016000,173500000,無細項,財政部主管,財政部,捐助支出,其他經濟服務支出,10.1.7
2015,6117018100,7014000000,行政院公營事業民營化基金,財政部主管,財政部,非營業特種基金,其他經濟服務支出,10.1.8.1
2015,6117018200,30975000,中美洲銀行股本,財政部主管,財政部,投資支出,其他經濟服務支出,10.1.9.1
2015,6617015500,10839493000,無細項,財政部主管,財政部,對公教人員保險養老給付補助,社會保險支出,10.1.10
2015,4017100100,354456000,無細項,財政部主管,國庫署,一般行政,財務支出,10.2.1
2015,4017101000,533424000,無細項,財政部主管,國庫署,國庫業務,財務支出,10.2.2
2015,4017109000,252000,交通及運輸設備,財政部主管,國庫署,一般建築及設備,財務支出,10.2.3.1
2015,4017109800,1340000,無細項,財政部主管,國庫署,第一預備金,財務支出,10.2.4
2015,7917104500,126395900000,無細項,財政部主管,國庫署,國債付息,債務付息支出,10.2.5
2015,8017104600,572000000,無細項,財政部主管,國庫署,國債經理,還本付息事務支出,10.2.6
2015,8417102000,9196000000,無細項,財政部主管,國庫署,地方政府統籌分配稅款短少補助,專案補助支出,10.2.7
2015,4017200100,387080000,無細項,財政部主管,賦稅署,一般行政,財務支出,10.3.1
2015,4017201000,46717000,無細項,財政部主管,賦稅署,賦稅業務,財務支出,10.3.2
2015,4017205000,10183140000,無細項,財政部主管,賦稅署,統一發票給獎及推行,財務支出,10.3.3
2015,4017209800,100000,無細項,財政部主管,賦稅署,第一預備金,財務支出,10.3.4
2015,8417202000,5001862000,無細項,財政部主管,賦稅署,地方政府稅款短少補助,專案補助支出,10.3.5
2015,4017250100,2107445000,無細項,財政部主管,臺北國稅局,一般行政,財務支出,10.4.1
2015,4017250200,294888000,無細項,財政部主管,臺北國稅局,國稅稽徵業務,財務支出,10.4.2
2015,4017259000,2460000,交通及運輸設備,財政部主管,臺北國稅局,一般建築及設備,財務支出,10.4.3.1
2015,4017259800,400000,無細項,財政部主管,臺北國稅局,第一預備金,財務支出,10.4.4
2015,4017270100,1397821000,無細項,財政部主管,高雄國稅局,一般行政,財務支出,10.5.1
2015,4017270200,152093000,無細項,財政部主管,高雄國稅局,國稅稽徵業務,財務支出,10.5.2
2015,4017279000,1762000,交通及運輸設備,財政部主管,高雄國稅局,一般建築及設備,財務支出,10.5.3.1
2015,4017279800,200000,無細項,財政部主管,高雄國稅局,第一預備金,財務支出,10.5.4
2015,4017290100,2191938000,無細項,財政部主管,北區國稅局及所屬,一般行政,財務支出,10.6.1
2015,4017290200,306178000,無細項,財政部主管,北區國稅局及所屬,國稅稽徵業務,財務支出,10.6.2
2015,4017299000,143542000,營建工程,財政部主管,北區國稅局及所屬,一般建築及設備,財務支出,10.6.3.1
2015,4017299800,400000,無細項,財政部主管,北區國稅局及所屬,第一預備金,財務支出,10.6.4
2015,4017310100,1894914000,無細項,財政部主管,中區國稅局及所屬,一般行政,財務支出,10.7.1
2015,4017310200,229201000,無細項,財政部主管,中區國稅局及所屬,國稅稽徵業務,財務支出,10.7.2
2015,4017319000,9035000,營建工程,財政部主管,中區國稅局及所屬,一般建築及設備,財務支出,10.7.3.1
2015,4017319800,500000,無細項,財政部主管,中區國稅局及所屬,第一預備金,財務支出,10.7.4
2015,4017330100,1489722000,無細項,財政部主管,南區國稅局及所屬,一般行政,財務支出,10.8.1
2015,4017330200,172402000,無細項,財政部主管,南區國稅局及所屬,國稅稽徵業務,財務支出,10.8.2
2015,4017339000,1940000,交通及運輸設備,財政部主管,南區國稅局及所屬,一般建築及設備,財務支出,10.8.3.1
2015,4017339800,500000,無細項,財政部主管,南區國稅局及所屬,第一預備金,財務支出,10.8.4
2015,4017350100,5168323000,無細項,財政部主管,關務署及所屬,一般行政,財務支出,10.9.1
2015,4017350200,578952000,無細項,財政部主管,關務署及所屬,關稅業務,財務支出,10.9.2
2015,4017359800,12850000,無細項,財政部主管,關務署及所屬,第一預備金,財務支出,10.9.3
2015,6117350300,151470000,無細項,財政部主管,關務署及所屬,優質經貿網絡,其他經濟服務支出,10.9.4
2015,4017400100,838861000,無細項,財政部主管,國有財產署及所屬,一般行政,財務支出,10.10.1
2015,4017400200,1027430000,無細項,財政部主管,國有財產署及所屬,國有財產業務,財務支出,10.10.2
2015,4017409000,160000,營建工程,財政部主管,國有財產署及所屬,一般建築及設備,財務支出,10.10.3.1
2015,4017409800,600000,無細項,財政部主管,國有財產署及所屬,第一預備金,財務支出,10.10.4
2015,4017600100,467995000,無細項,財政部主管,財政資訊中心,一般行政,財務支出,10.11.1
2015,4017601000,618669000,無細項,財政部主管,財政資訊中心,財政資訊業務,財務支出,10.11.2
2015,4017609000,635000,交通及運輸設備,財政部主管,財政資訊中心,一般建築及設備,財務支出,10.11.3.1
2015,4017609800,1655000,無細項,財政部主管,財政資訊中心,第一預備金,財務支出,10.11.4
2015,5120010100,832744000,無細項,教育部主管,教育部,一般行政,教育支出,11.1.1
2015,5120010200,10879763000,高等教育行政及督導,教育部主管,教育部,高等教育,教育支出,11.1.2.1
2015,5120010300,909774000,師資培育與藝術教育行政及督導,教育部主管,教育部,中等教育,教育支出,11.1.3.1
2015,5120010500,1022445000,終身教育行政及督導,教育部主管,教育部,終身教育,教育支出,11.1.4.1
2015,5120010700,1758582000,學生事務與特殊教育行政及督導,教育部主管,教育部,訓育與輔導,教育支出,11.1.5.1
2015,5120010900,2409754000,資訊與科技教育行政及督導,教育部主管,教育部,各項教育推展,教育支出,11.1.6.1
2015,5120018100,6153980000,國立大學校院校務及附設醫院基金,教育部主管,教育部,非營業特種基金,教育支出,11.1.7.1
2015,5120019000,1510000,交通及運輸設備,教育部主管,教育部,一般建築及設備,教育支出,11.1.8.1
2015,5120019800,466292000,無細項,教育部主管,教育部,第一預備金,教育支出,11.1.9
2015,5320011100,627122000,充實國立社教機構及公立圖書館功能,教育部主管,教育部,加強文化與育樂活動,文化支出,11.1.10.1
2015,7520012100,18048669000,無細項,教育部主管,教育部,學校教職員暨社教機構聘任人員退休撫卹給付,退休撫卹給付支出,11.1.11
2015,5120100100,260519000,無細項,教育部主管,國民及學前教育署,一般行政,教育支出,11.2.1
2015,5120100200,56843288000,國民及學前教育行政及督導,教育部主管,國民及學前教育署,國民及學前教育,教育支出,11.2.2.1
2015,5120108100,1140820000,國立高級中等學校校務基金,教育部主管,國民及學前教育署,非營業特種基金,教育支出,11.2.3.1
2015,5120109800,40000000,無細項,教育部主管,國民及學前教育署,第一預備金,教育支出,11.2.4
2015,5120203000,1671734000,無細項,教育部主管,體育署,學校體育教育,教育支出,11.3.1
2015,5320200100,177601000,無細項,教育部主管,體育署,一般行政,文化支出,11.3.2
2015,5320201000,19916000,無細項,教育部主管,體育署,體育行政業務,文化支出,11.3.3
2015,5320202000,5976761000,無細項,教育部主管,體育署,國家體育建設,文化支出,11.3.4
2015,5320209000,63000,交通及運輸設備,教育部主管,體育署,一般建築及設備,文化支出,11.3.5.1
2015,5320209800,3200000,無細項,教育部主管,體育署,第一預備金,文化支出,11.3.6
2015,5120300100,91232000,無細項,教育部主管,青年發展署,一般行政,教育支出,11.4.1
2015,5120301000,149739000,青年生涯輔導,教育部主管,青年發展署,青年發展工作,教育支出,11.4.2.1
2015,5120309000,300000,其他設備,教育部主管,青年發展署,一般建築及設備,教育支出,11.4.3.1
2015,5120309800,720000,無細項,教育部主管,青年發展署,第一預備金,教育支出,11.4.4
2015,5321730100,195056000,無細項,教育部主管,國家圖書館,一般行政,文化支出,11.5.1
2015,5321731000,29877000,館藏發展及書目管理,教育部主管,國家圖書館,館務業務活動,文化支出,11.5.2.1
2015,5321739000,1295000,其他設備,教育部主管,國家圖書館,一般建築及設備,文化支出,11.5.3.1
2015,5321739800,771000,無細項,教育部主管,國家圖書館,第一預備金,文化支出,11.5.4
2015,5321800100,124754000,無細項,教育部主管,國立公共資訊圖書館,一般行政,文化支出,11.6.1
2015,5321801000,36959000,無細項,教育部主管,國立公共資訊圖書館,館務業務活動,文化支出,11.6.2
2015,5321809800,100000,無細項,教育部主管,國立公共資訊圖書館,第一預備金,文化支出,11.6.3
2015,5321870100,147954000,無細項,教育部主管,國立教育廣播電臺,一般行政,文化支出,11.7.1
2015,5321870200,37507000,無細項,教育部主管,國立教育廣播電臺,臺務業務活動,文化支出,11.7.2
2015,5321879800,245000,無細項,教育部主管,國立教育廣播電臺,第一預備金,文化支出,11.7.3
2015,5121900100,271610000,無細項,教育部主管,國家教育研究院,一般行政,教育支出,11.8.1
2015,5121900200,298469000,教育研究研習與推廣,教育部主管,國家教育研究院,院務業務活動,教育支出,11.8.2.1
2015,5121909800,1182000,無細項,教育部主管,國家教育研究院,第一預備金,教育支出,11.8.3
2015,5121950100,105895000,無細項,教育部主管,國立海洋科技博物館,一般行政,教育支出,11.9.1
2015,5121950200,14052000,無細項,教育部主管,國立海洋科技博物館,館務業務活動,教育支出,11.9.2
2015,5121959000,820000,交通及運輸設備,教育部主管,國立海洋科技博物館,一般建築及設備,教育支出,11.9.3.1
2015,5121959800,100000,無細項,教育部主管,國立海洋科技博物館,第一預備金,教育支出,11.9.4
2015,3523010100,574632000,無細項,法務部主管,法務部,一般行政,司法支出,12.1.1
2015,3523011400,342208000,無細項,法務部主管,法務部,法務行政,司法支出,12.1.2
2015,3523018100,544266000,矯正機關作業基金,法務部主管,法務部,非營業特種基金,司法支出,12.1.3.1
2015,3523019000,165288000,其他設備,法務部主管,法務部,一般建築及設備,司法支出,12.1.4.1
2015,3523019800,6930000,無細項,法務部主管,法務部,第一預備金,司法支出,12.1.5
2015,5223015000,8430000,無細項,法務部主管,法務部,司法科技業務,科學支出,12.1.6
2015,7523012000,65000000,無細項,法務部主管,法務部,司法官退休退養給付,退休撫卹給付支出,12.1.7
2015,8923013000,45546000,無細項,法務部主管,法務部,國家賠償金,其他支出,12.1.8
2015,3523100100,62973000,無細項,法務部主管,司法官學院,一般行政,司法支出,12.2.1
2015,3523101000,150475000,無細項,法務部主管,司法官學院,司法人員訓練,司法支出,12.2.2
2015,3523109800,325000,無細項,法務部主管,司法官學院,第一預備金,司法支出,12.2.3
2015,3523150100,61978000,無細項,法務部主管,法醫研究所,一般行政,司法支出,12.3.1
2015,3523151000,45714000,無細項,法務部主管,法醫研究所,法醫業務,司法支出,12.3.2
2015,3523159000,780000,交通及運輸設備,法務部主管,法醫研究所,一般建築及設備,司法支出,12.3.3.1
2015,3523159800,220000,無細項,法務部主管,法醫研究所,第一預備金,司法支出,12.3.4
2015,5223151100,31830000,無細項,法務部主管,法醫研究所,鑑識科技業務,科學支出,12.3.5
2015,3523160100,371382000,無細項,法務部主管,廉政署,一般行政,司法支出,12.4.1
2015,3523161000,47977000,無細項,法務部主管,廉政署,廉政業務,司法支出,12.4.2
2015,3523169000,635000,交通及運輸設備,法務部主管,廉政署,一般建築及設備,司法支出,12.4.3.1
2015,3523169800,662000,無細項,法務部主管,廉政署,第一預備金,司法支出,12.4.4
2015,5223161000,760000,無細項,法務部主管,廉政署,司法科技業務,科學支出,12.4.5
2015,3523170100,173514000,無細項,法務部主管,矯正署及所屬,一般行政,司法支出,12.5.1
2015,3523174100,11372884000,無細項,法務部主管,矯正署及所屬,矯正業務,司法支出,12.5.2
2015,3523178700,192100000,無細項,法務部主管,矯正署及所屬,改善監所計畫,司法支出,12.5.3
2015,3523179000,7885000,交通及運輸設備,法務部主管,矯正署及所屬,一般建築及設備,司法支出,12.5.4.1
2015,3523179800,24592000,無細項,法務部主管,矯正署及所屬,第一預備金,司法支出,12.5.5
2015,5223175000,540000,無細項,法務部主管,矯正署及所屬,司法科技業務,科學支出,12.5.6
2015,3523180100,103929000,無細項,法務部主管,行政執行署及所屬,一般行政,司法支出,12.6.1
2015,3523181000,21973000,無細項,法務部主管,行政執行署及所屬,執行業務,司法支出,12.6.2
2015,3523184000,1115437000,無細項,法務部主管,行政執行署及所屬,執行案件處理,司法支出,12.6.3
2015,3523188500,0,無細項,法務部主管,行政執行署及所屬,行政執行機關擴(遷)建計畫,司法支出,12.6.4
2015,3523189000,1905000,交通及運輸設備,法務部主管,行政執行署及所屬,一般建築及設備,司法支出,12.6.5.1
2015,3523189800,8201000,無細項,法務部主管,行政執行署及所屬,第一預備金,司法支出,12.6.6
2015,3523200100,164019000,無細項,法務部主管,最高法院檢察署,一般行政,司法支出,12.7.1
2015,3523201000,59656000,無細項,法務部主管,最高法院檢察署,檢察業務,司法支出,12.7.2
2015,3523209800,198000,無細項,法務部主管,最高法院檢察署,第一預備金,司法支出,12.7.3
2015,3523300100,679606000,無細項,法務部主管,臺灣高等法院檢察署,一般行政,司法支出,12.8.1
2015,3523301000,131974000,無細項,法務部主管,臺灣高等法院檢察署,檢察業務,司法支出,12.8.2
2015,3523309000,780000,交通及運輸設備,法務部主管,臺灣高等法院檢察署,一般建築及設備,司法支出,12.8.3.1
2015,3523309800,5440000,無細項,法務部主管,臺灣高等法院檢察署,第一預備金,司法支出,12.8.4
2015,5223301000,13300000,無細項,法務部主管,臺灣高等法院檢察署,司法科技業務,科學支出,12.8.5
2015,3523310100,177133000,無細項,法務部主管,臺灣高等法院臺中分院檢察署,一般行政,司法支出,12.9.1
2015,3523311000,4469000,無細項,法務部主管,臺灣高等法院臺中分院檢察署,檢察業務,司法支出,12.9.2
2015,3523319800,212000,無細項,法務部主管,臺灣高等法院臺中分院檢察署,第一預備金,司法支出,12.9.3
2015,3523320100,129086000,無細項,法務部主管,臺灣高等法院臺南分院檢察署,一般行政,司法支出,12.10.1
2015,3523321000,2472000,無細項,法務部主管,臺灣高等法院臺南分院檢察署,檢察業務,司法支出,12.10.2
2015,3523329800,135000,無細項,法務部主管,臺灣高等法院臺南分院檢察署,第一預備金,司法支出,12.10.3
2015,3523330100,162562000,無細項,法務部主管,臺灣高等法院高雄分院檢察署,一般行政,司法支出,12.11.1
2015,3523331000,3451000,無細項,法務部主管,臺灣高等法院高雄分院檢察署,檢察業務,司法支出,12.11.2
2015,3523339800,153000,無細項,法務部主管,臺灣高等法院高雄分院檢察署,第一預備金,司法支出,12.11.3
2015,3523340100,53186000,無細項,法務部主管,臺灣高等法院花蓮分院檢察署,一般行政,司法支出,12.12.1
2015,3523341000,1408000,無細項,法務部主管,臺灣高等法院花蓮分院檢察署,檢察業務,司法支出,12.12.2
2015,3523349800,57000,無細項,法務部主管,臺灣高等法院花蓮分院檢察署,第一預備金,司法支出,12.12.3
2015,3523350100,16833000,無細項,法務部主管,臺灣高等法院檢察署智慧財產分署,一般行政,司法支出,12.13.1
2015,3523351000,867000,無細項,法務部主管,臺灣高等法院檢察署智慧財產分署,檢察業務,司法支出,12.13.2
2015,3523359800,58000,無細項,法務部主管,臺灣高等法院檢察署智慧財產分署,第一預備金,司法支出,12.13.3
2015,3523410100,879729000,無細項,法務部主管,臺灣臺北地方法院檢察署,一般行政,司法支出,12.14.1
2015,3523411000,40314000,無細項,法務部主管,臺灣臺北地方法院檢察署,檢察業務,司法支出,12.14.2
2015,3523419000,425000,交通及運輸設備,法務部主管,臺灣臺北地方法院檢察署,一般建築及設備,司法支出,12.14.3.1
2015,3523419800,863000,無細項,法務部主管,臺灣臺北地方法院檢察署,第一預備金,司法支出,12.14.4
2015,5223411000,2250000,無細項,法務部主管,臺灣臺北地方法院檢察署,司法科技業務,科學支出,12.14.5
2015,3523420100,383868000,無細項,法務部主管,臺灣士林地方法院檢察署,一般行政,司法支出,12.15.1
2015,3523421000,27022000,無細項,法務部主管,臺灣士林地方法院檢察署,檢察業務,司法支出,12.15.2
2015,3523428500,114496000,無細項,法務部主管,臺灣士林地方法院檢察署,檢察機關擴(遷)建計畫,司法支出,12.15.3
2015,3523429800,361000,無細項,法務部主管,臺灣士林地方法院檢察署,第一預備金,司法支出,12.15.4
2015,3523430100,677894000,無細項,法務部主管,臺灣新北地方法院檢察署,一般行政,司法支出,12.16.1
2015,3523431000,26239000,無細項,法務部主管,臺灣新北地方法院檢察署,檢察業務,司法支出,12.16.2
2015,3523439000,0,交通及運輸設備,法務部主管,臺灣新北地方法院檢察署,一般建築及設備,司法支出,12.16.3.1
2015,3523439800,615000,無細項,法務部主管,臺灣新北地方法院檢察署,第一預備金,司法支出,12.16.4
2015,3523470100,519750000,無細項,法務部主管,臺灣桃園地方法院檢察署,一般行政,司法支出,12.17.1
2015,3523471000,23857000,無細項,法務部主管,臺灣桃園地方法院檢察署,檢察業務,司法支出,12.17.2
2015,3523478500,44984000,無細項,法務部主管,臺灣桃園地方法院檢察署,檢察機關擴(遷)建計畫,司法支出,12.17.3
2015,3523479000,2720000,交通及運輸設備,法務部主管,臺灣桃園地方法院檢察署,一般建築及設備,司法支出,12.17.4.1
2015,3523479800,974000,無細項,法務部主管,臺灣桃園地方法院檢察署,第一預備金,司法支出,12.17.5
2015,3523480100,262513000,無細項,法務部主管,臺灣新竹地方法院檢察署,一般行政,司法支出,12.18.1
2015,3523481000,12562000,無細項,法務部主管,臺灣新竹地方法院檢察署,檢察業務,司法支出,12.18.2
2015,3523488500,12500000,無細項,法務部主管,臺灣新竹地方法院檢察署,檢察機關擴(遷)建計畫,司法支出,12.18.3
2015,3523489800,250000,無細項,法務部主管,臺灣新竹地方法院檢察署,第一預備金,司法支出,12.18.4
2015,3523490100,168985000,無細項,法務部主管,臺灣苗栗地方法院檢察署,一般行政,司法支出,12.19.1
2015,3523491000,25993000,無細項,法務部主管,臺灣苗栗地方法院檢察署,檢察業務,司法支出,12.19.2
2015,3523499800,174000,無細項,法務部主管,臺灣苗栗地方法院檢察署,第一預備金,司法支出,12.19.3
2015,3523500100,732843000,無細項,法務部主管,臺灣臺中地方法院檢察署,一般行政,司法支出,12.20.1
2015,3523501000,34472000,無細項,法務部主管,臺灣臺中地方法院檢察署,檢察業務,司法支出,12.20.2
2015,3523509800,665000,無細項,法務部主管,臺灣臺中地方法院檢察署,第一預備金,司法支出,12.20.3
2015,3523510100,171839000,無細項,法務部主管,臺灣南投地方法院檢察署,一般行政,司法支出,12.21.1
2015,3523511000,18313000,無細項,法務部主管,臺灣南投地方法院檢察署,檢察業務,司法支出,12.21.2
2015,3523519800,170000,無細項,法務部主管,臺灣南投地方法院檢察署,第一預備金,司法支出,12.21.3
2015,3523520100,296223000,無細項,法務部主管,臺灣彰化地方法院檢察署,一般行政,司法支出,12.22.1
2015,3523521000,17142000,無細項,法務部主管,臺灣彰化地方法院檢察署,檢察業務,司法支出,12.22.2
2015,3523529800,303000,無細項,法務部主管,臺灣彰化地方法院檢察署,第一預備金,司法支出,12.22.3
2015,3523530100,178345000,無細項,法務部主管,臺灣雲林地方法院檢察署,一般行政,司法支出,12.23.1
2015,3523531000,15033000,無細項,法務部主管,臺灣雲林地方法院檢察署,檢察業務,司法支出,12.23.2
2015,3523539800,186000,無細項,法務部主管,臺灣雲林地方法院檢察署,第一預備金,司法支出,12.23.3
2015,3523540100,249524000,無細項,法務部主管,臺灣嘉義地方法院檢察署,一般行政,司法支出,12.24.1
2015,3523541000,18475000,無細項,法務部主管,臺灣嘉義地方法院檢察署,檢察業務,司法支出,12.24.2
2015,3523549800,242000,無細項,法務部主管,臺灣嘉義地方法院檢察署,第一預備金,司法支出,12.24.3
2015,3523560100,453519000,無細項,法務部主管,臺灣臺南地方法院檢察署,一般行政,司法支出,12.25.1
2015,3523561000,24657000,無細項,法務部主管,臺灣臺南地方法院檢察署,檢察業務,司法支出,12.25.2
2015,3523569800,464000,無細項,法務部主管,臺灣臺南地方法院檢察署,第一預備金,司法支出,12.25.3
2015,3523580100,807805000,無細項,法務部主管,臺灣高雄地方法院檢察署,一般行政,司法支出,12.26.1
2015,3523581000,46794000,無細項,法務部主管,臺灣高雄地方法院檢察署,檢察業務,司法支出,12.26.2
2015,3523588500,84354000,無細項,法務部主管,臺灣高雄地方法院檢察署,檢察機關擴(遷)建計畫,司法支出,12.26.3
2015,3523589000,0,交通及運輸設備,法務部主管,臺灣高雄地方法院檢察署,一般建築及設備,司法支出,12.26.4.1
2015,3523589800,792000,無細項,法務部主管,臺灣高雄地方法院檢察署,第一預備金,司法支出,12.26.5
2015,3523590100,241562000,無細項,法務部主管,臺灣屏東地方法院檢察署,一般行政,司法支出,12.27.1
2015,3523591000,11771000,無細項,法務部主管,臺灣屏東地方法院檢察署,檢察業務,司法支出,12.27.2
2015,3523599000,635000,交通及運輸設備,法務部主管,臺灣屏東地方法院檢察署,一般建築及設備,司法支出,12.27.3.1
2015,3523599800,229000,無細項,法務部主管,臺灣屏東地方法院檢察署,第一預備金,司法支出,12.27.4
2015,3523600100,119259000,無細項,法務部主管,臺灣臺東地方法院檢察署,一般行政,司法支出,12.28.1
2015,3523601000,10173000,無細項,法務部主管,臺灣臺東地方法院檢察署,檢察業務,司法支出,12.28.2
2015,3523609800,316000,無細項,法務部主管,臺灣臺東地方法院檢察署,第一預備金,司法支出,12.28.3
2015,3523610100,154305000,無細項,法務部主管,臺灣花蓮地方法院檢察署,一般行政,司法支出,12.29.1
2015,3523611000,8878000,無細項,法務部主管,臺灣花蓮地方法院檢察署,檢察業務,司法支出,12.29.2
2015,3523619800,293000,無細項,法務部主管,臺灣花蓮地方法院檢察署,第一預備金,司法支出,12.29.3
2015,3523620100,150457000,無細項,法務部主管,臺灣宜蘭地方法院檢察署,一般行政,司法支出,12.30.1
2015,3523621000,7761000,無細項,法務部主管,臺灣宜蘭地方法院檢察署,檢察業務,司法支出,12.30.2
2015,3523629800,360000,無細項,法務部主管,臺灣宜蘭地方法院檢察署,第一預備金,司法支出,12.30.3
2015,3523630100,176232000,無細項,法務部主管,臺灣基隆地方法院檢察署,一般行政,司法支出,12.31.1
2015,3523631000,9151000,無細項,法務部主管,臺灣基隆地方法院檢察署,檢察業務,司法支出,12.31.2
2015,3523639800,453000,無細項,法務部主管,臺灣基隆地方法院檢察署,第一預備金,司法支出,12.31.3
2015,3523640100,73379000,無細項,法務部主管,臺灣澎湖地方法院檢察署,一般行政,司法支出,12.32.1
2015,3523641000,5141000,無細項,法務部主管,臺灣澎湖地方法院檢察署,檢察業務,司法支出,12.32.2
2015,3523649000,635000,交通及運輸設備,法務部主管,臺灣澎湖地方法院檢察署,一般建築及設備,司法支出,12.32.3.1
2015,3523649800,77000,無細項,法務部主管,臺灣澎湖地方法院檢察署,第一預備金,司法支出,12.32.4
2015,3523900100,17954000,無細項,法務部主管,福建高等法院金門分院檢察署,一般行政,司法支出,12.33.1
2015,3523901000,1062000,無細項,法務部主管,福建高等法院金門分院檢察署,檢察業務,司法支出,12.33.2
2015,3523908500,1700000,無細項,法務部主管,福建高等法院金門分院檢察署,檢察機關擴(遷)建計畫,司法支出,12.33.3
2015,3523909800,18000,無細項,法務部主管,福建高等法院金門分院檢察署,第一預備金,司法支出,12.33.4
2015,3523910100,43918000,無細項,法務部主管,福建金門地方法院檢察署,一般行政,司法支出,12.34.1
2015,3523911000,4352000,無細項,法務部主管,福建金門地方法院檢察署,檢察業務,司法支出,12.34.2
2015,3523919800,85000,無細項,法務部主管,福建金門地方法院檢察署,第一預備金,司法支出,12.34.3
2015,3523920100,13312000,無細項,法務部主管,福建連江地方法院檢察署,一般行政,司法支出,12.35.1
2015,3523921000,3047000,無細項,法務部主管,福建連江地方法院檢察署,檢察業務,司法支出,12.35.2
2015,3523929000,0,交通及運輸設備,法務部主管,福建連江地方法院檢察署,一般建築及設備,司法支出,12.35.3.1
2015,3523929800,72000,無細項,法務部主管,福建連江地方法院檢察署,第一預備金,司法支出,12.35.4
2015,3523950100,4847129000,無細項,法務部主管,調查局,一般行政,司法支出,12.36.1
2015,3523951000,201698000,無細項,法務部主管,調查局,司法調查業務,司法支出,12.36.2
2015,3523952000,129300000,無細項,法務部主管,調查局,鑑識科學及通訊監察業務,司法支出,12.36.3
2015,3523959000,87023000,營建工程,法務部主管,調查局,一般建築及設備,司法支出,12.36.4.1
2015,3523959800,4844000,無細項,法務部主管,調查局,第一預備金,司法支出,12.36.5
2015,5223953000,17977000,無細項,法務部主管,調查局,鑑識科技業務,科學支出,12.36.6
2015,4026015000,39383000,無細項,經濟部主管,經濟部,投資事業股權移轉,財務支出,13.1.1
2015,5226011300,862757000,無細項,經濟部主管,經濟部,推動商業科技發展,科學支出,13.1.2
2015,5226014000,17635181000,無細項,經濟部主管,經濟部,科技專案,科學支出,13.1.3
2015,5226014200,11131000,無細項,經濟部主管,經濟部,延攬海外科技人才,科學支出,13.1.4
2015,5226014400,5641000,無細項,經濟部主管,經濟部,礦業及土石科技發展,科學支出,13.1.5
2015,5926012000,37187000,無細項,經濟部主管,經濟部,礦務行政與管理,工業支出,13.1.6
2015,6126010100,2712261000,無細項,經濟部主管,經濟部,一般行政,其他經濟服務支出,13.1.7
2015,6126011000,6503000,無細項,經濟部主管,經濟部,國營事業管理,其他經濟服務支出,13.1.8
2015,6126011100,10062000,無細項,經濟部主管,經濟部,投資審議,其他經濟服務支出,13.1.9
2015,6126011200,297606000,無細項,經濟部主管,經濟部,推動商業現代化,其他經濟服務支出,13.1.10
2015,6126011500,45669000,無細項,經濟部主管,經濟部,經濟行政與管理,其他經濟服務支出,13.1.11
2015,6126011600,6346000,無細項,經濟部主管,經濟部,貿易調查業務,其他經濟服務支出,13.1.12
2015,6126011700,0,無細項,經濟部主管,經濟部,配合中興新村高等研究園區推動計畫,其他經濟服務支出,13.1.13
2015,6126012400,16284000,國際經濟合作,經濟部主管,經濟部,國際經濟合作與促進投資,其他經濟服務支出,13.1.14.1
2015,6126018000,0,臺灣中興紙業股份有限公司,經濟部主管,經濟部,營業基金,其他經濟服務支出,13.1.15.1
2015,6126019000,115972000,營建工程,經濟部主管,經濟部,一般建築及設備,其他經濟服務支出,13.1.16.1
2015,6126019800,77927000,無細項,經濟部主管,經濟部,第一預備金,其他經濟服務支出,13.1.17
2015,6826016200,4161000,無細項,經濟部主管,經濟部,早期退休人員生活困難照護金,福利服務支出,13.1.18
2015,7526016000,5304000,無細項,經濟部主管,經濟部,退休撫卹給付,退休撫卹給付支出,13.1.19
2015,5226102200,6364302000,無細項,經濟部主管,工業局,工業技術升級輔導,科學支出,13.2.1
2015,5926100100,351294000,無細項,經濟部主管,工業局,一般行政,工業支出,13.2.2
2015,5926102000,40708000,無細項,經濟部主管,工業局,工業管理,工業支出,13.2.3
2015,5926109000,0,交通及運輸設備,經濟部主管,工業局,一般建築及設備,工業支出,13.2.4.1
2015,5926109800,3000000,無細項,經濟部主管,工業局,第一預備金,工業支出,13.2.5
2015,6126200100,536083000,無細項,經濟部主管,國際貿易局及所屬,一般行政,其他經濟服務支出,13.3.1
2015,6126201000,1441970000,輸出入貿易,經濟部主管,國際貿易局及所屬,國際貿易,其他經濟服務支出,13.3.2.1
2015,6126209800,3000000,無細項,經濟部主管,國際貿易局及所屬,第一預備金,其他經濟服務支出,13.3.3
2015,5226310400,419706000,無細項,經濟部主管,標準檢驗局及所屬,建立及維持度量衡標準,科學支出,13.4.1
2015,5226310500,105489000,無細項,經濟部主管,標準檢驗局及所屬,建立及維護國家標準,科學支出,13.4.2
